cod_pagamento,cod_pedido,cod_tipo,data_pag,valor_pago
6199,7599,3,2025-04-25,561.57
6200,7600,3,2025-05-26,1757.08
6201,7601,2,2024-09-13,518.0
6202,7602,1,2024-01-08,514.96
6203,7603,1,2025-04-18,449.98
6204,7604,3,2025-03-17,101.48
6205,7607,3,2022-10-11,686.54
6206,7608,3,2025-04-06,819.72
6207,7609,3,2023-12-10,375.06
6208,7610,3,2025-04-26,1615.45
6209,7613,2,2023-05-12,1148.34
6210,7614,3,2025-06-06,855.5
6211,7615,2,2023-09-08,556.48
6212,7616,1,2024-07-16,850.92
6213,7617,3,2022-03-24,808.7
6214,7619,1,2024-02-21,475.27
6215,7621,1,2024-06-08,810.4
6216,7623,2,2025-02-23,480.16
6217,7624,1,2025-03-30,459.86
6218,7625,3,2024-01-14,158.74
6219,7626,1,2024-01-04,125.72
6220,7627,1,2024-10-04,533.5
6221,7628,3,2024-06-12,437.35
6222,7629,1,2025-04-23,1181.32
6223,7630,1,2024-09-08,231.58
6224,7632,3,2025-02-10,250.1
6225,7633,2,2025-02-08,791.11
6226,7634,3,2025-06-19,996.33
6227,7635,2,2024-10-08,370.05
6228,7637,3,2024-08-30,563.35
6229,7638,1,2024-08-01,25.4
6230,7639,1,2025-04-25,595.14
6231,7640,3,2025-03-16,1328.22
6232,7641,3,2024-09-03,946.22
6233,7642,3,2023-02-18,850.01
6234,7643,2,2023-07-01,209.61
6235,7645,1,2024-07-16,369.84
6236,7646,1,2024-02-03,378.68
6237,7648,3,2024-03-05,592.54
6238,7649,3,2022-07-02,267.31
6239,7650,1,2025-01-07,212.32
6240,7651,3,2023-03-19,905.93
6241,7653,3,2024-01-06,1337.06
6242,7654,1,2025-01-29,653.4
6243,7656,2,2024-02-03,616.32
6244,7657,2,2024-01-26,300.28
6245,7658,2,2024-09-21,551.68
6246,7660,3,2022-05-17,646.0
6247,7661,3,2025-02-02,126.38
6248,7662,3,2024-08-29,918.2
6249,7663,1,2023-12-14,564.5
6250,7664,1,2024-12-06,558.6
6251,7665,1,2025-01-22,32.37
6252,7666,1,2023-02-22,1769.21
6253,7668,2,2025-02-08,698.28
6254,7669,2,2024-07-21,232.74
6255,7670,3,2025-02-26,185.25
6256,7671,1,2024-02-05,311.01
6257,7672,2,2024-11-07,555.31
6258,7673,1,2024-08-22,1783.51
6259,7674,2,2024-02-10,1143.39
6260,7675,2,2023-10-12,1302.54
6261,7677,3,2022-03-13,369.53
6262,7679,1,2024-08-18,136.28
6263,7680,3,2025-04-07,800.98
6264,7681,2,2023-04-26,705.65
6265,7682,3,2023-12-22,1242.75
6266,7684,3,2023-06-27,419.96
6267,7685,2,2025-06-22,615.81
6268,7687,3,2025-04-02,874.1
6269,7688,2,2025-05-26,397.25
6270,7689,1,2023-05-25,117.48
6271,7690,1,2025-03-01,346.51
6272,7692,2,2024-12-20,492.63
6273,7693,2,2024-10-11,2735.72
6274,7694,1,2025-01-31,1448.39
6275,7695,2,2024-07-07,64.0
6276,7696,3,2025-06-15,374.68
6277,7697,2,2025-02-17,245.31
6278,7698,2,2025-03-28,317.76
6279,7699,1,2023-08-07,1117.76
6280,7700,2,2023-07-11,747.59
6281,7701,2,2025-02-13,561.82
6282,7702,3,2025-01-04,398.25
6283,7703,3,2023-08-12,878.92
6284,7704,2,2023-02-23,1166.65
6285,7705,1,2025-02-18,126.06
6286,7706,1,2024-04-05,906.01
6287,7707,2,2024-03-20,85.28
6288,7708,2,2022-07-07,796.36
6289,7709,2,2025-03-15,217.72
6290,7710,3,2025-04-11,239.85
6291,7711,2,2023-01-22,1251.62
6292,7712,2,2023-07-05,84.12
6293,7713,3,2025-06-25,595.0
6294,7714,2,2025-01-29,182.8
6295,7715,3,2024-10-16,348.45
6296,7716,2,2025-02-10,812.3
6297,7717,2,2024-08-29,583.11
6298,7718,1,2023-08-31,265.6
6299,7719,3,2025-02-14,127.89
6300,7720,1,2024-11-09,1047.33
6301,7721,3,2024-11-08,1130.08
6302,7722,2,2024-06-24,250.74
6303,7723,2,2025-01-14,766.26
6304,7725,1,2024-11-16,416.6
6305,7727,3,2024-11-02,563.48
6306,7728,3,2024-10-12,693.56
6307,7729,2,2025-05-04,1189.77
6308,7731,2,2022-12-01,32.3
6309,7732,1,2023-10-15,1026.58
6310,7734,2,2025-04-19,102.09
6311,7735,3,2024-12-19,257.43
6312,7736,2,2023-12-08,326.61
6313,7737,1,2025-06-18,71.28
6314,7738,3,2025-03-22,519.6
6315,7739,1,2024-09-20,373.37
6316,7740,1,2023-10-17,863.3
6317,7741,3,2022-10-29,208.53
6318,7742,3,2024-09-06,504.31
6319,7743,2,2024-11-07,368.34
6320,7744,1,2025-04-20,810.64
6321,7745,3,2025-03-13,787.0
6322,7746,3,2024-10-19,407.27
6323,7747,2,2025-01-04,375.56
6324,7748,1,2022-01-29,269.55
6325,7749,1,2022-11-13,865.62
6326,7750,1,2025-06-12,587.14
6327,7751,2,2023-03-07,173.72
6328,7752,1,2025-05-20,52.92
6329,7753,3,2024-10-29,1104.07
6330,7754,2,2025-05-15,338.66
6331,7756,2,2025-02-24,1013.62
6332,7757,3,2025-01-09,554.43
6333,7758,2,2025-05-29,514.73
6334,7759,3,2023-12-10,669.6
6335,7761,3,2022-12-30,115.05
6336,7762,1,2023-04-15,734.62
6337,7763,2,2024-02-11,421.17
6338,7764,3,2024-10-19,398.35
6339,7765,3,2025-02-22,1078.32
6340,7766,2,2025-05-04,1335.04
6341,7767,3,2025-04-05,243.16
6342,7768,2,2025-05-16,897.39
6343,7770,1,2024-03-27,193.0
6344,7771,1,2025-05-02,79.23
6345,7773,3,2023-02-02,52.11
6346,7774,2,2025-03-21,239.41
6347,7775,2,2023-07-23,317.19
6348,7776,3,2025-04-21,262.89
6349,7777,1,2025-03-23,76.8
6350,7778,2,2024-12-04,541.32
6351,7780,2,2023-03-11,1833.81
6352,7781,1,2025-06-19,996.01
6353,7782,3,2021-12-08,214.32
6354,7784,3,2024-11-16,1762.05
6355,7785,2,2025-06-23,764.65
6356,7786,2,2025-03-23,764.8
6357,7788,1,2025-06-24,120.88
6358,7789,1,2025-04-02,1631.73
6359,7790,1,2023-08-02,151.03
6360,7791,1,2022-03-13,552.68
6361,7792,2,2025-04-10,125.48
6362,7793,1,2024-03-18,1089.35
6363,7794,3,2025-04-28,962.54
6364,7795,1,2024-08-14,419.96
6365,7796,1,2023-02-09,330.26
6366,7797,1,2025-03-15,818.32
6367,7799,2,2025-05-16,361.38
6368,7800,2,2025-01-05,1143.49
6369,7801,2,2023-02-03,1016.67
6370,7802,1,2023-10-16,187.32
6371,7803,1,2024-10-23,2152.0
6372,7804,2,2023-12-25,367.7
6373,7805,1,2022-09-03,370.89
6374,7806,1,2023-08-17,902.97
6375,7807,1,2023-06-24,72.76
6376,7809,2,2022-01-05,779.73
6377,7810,1,2024-10-24,309.6
6378,7811,1,2023-08-26,692.53
6379,7812,2,2024-05-27,876.37
6380,7813,3,2024-11-15,145.54
6381,7814,2,2024-06-27,110.16
6382,7816,3,2024-02-16,267.74
6383,7817,1,2022-11-15,864.12
6384,7818,3,2025-04-16,290.36
6385,7820,2,2025-05-23,74.38
6386,7821,2,2025-06-17,420.69
6387,7822,1,2024-09-13,1016.07
6388,7825,3,2024-07-03,735.37
6389,7826,1,2025-04-20,584.11
6390,7829,2,2024-10-06,574.85
6391,7830,3,2023-03-24,1188.07
6392,7831,1,2023-04-28,272.54
6393,7832,1,2025-01-01,901.15
6394,7833,1,2024-06-20,446.15
6395,7835,3,2024-12-26,369.12
6396,7836,2,2025-03-10,370.03
6397,7837,1,2024-06-23,925.78
6398,7838,2,2024-08-16,773.88
6399,7839,2,2025-02-04,333.36
6400,7840,1,2024-12-27,922.22
6401,7841,2,2024-10-25,665.01
6402,7842,3,2024-05-19,587.25
6403,7843,3,2024-01-27,577.97
6404,7845,2,2025-06-14,240.46
6405,7846,2,2025-03-17,107.14
6406,7847,2,2023-12-30,126.4
6407,7849,1,2024-10-18,1420.21
6408,7850,1,2023-11-10,518.34
6409,7851,3,2025-04-22,634.99
6410,7852,3,2022-11-25,773.05
6411,7853,2,2023-02-16,89.63
6412,7854,1,2024-09-18,700.52
6413,7858,3,2024-11-23,1099.97
6414,7860,3,2025-05-31,785.52
6415,7861,2,2024-12-01,485.52
6416,7862,1,2025-02-04,1273.03
6417,7863,1,2024-04-17,615.25
6418,7864,2,2025-06-01,842.55
6419,7865,2,2025-05-14,191.88
6420,7867,3,2025-02-13,229.32
6421,7868,2,2023-04-08,292.95
6422,7870,2,2025-06-14,1080.24
6423,7871,1,2024-08-08,228.12
6424,7872,2,2022-01-05,324.6
6425,7873,2,2024-12-16,770.18
6426,7874,2,2025-01-15,529.52
6427,7875,3,2025-03-31,1121.8
6428,7877,2,2025-06-03,1469.38
6429,7878,1,2025-06-07,1095.74
6430,7880,2,2023-12-25,1017.52
6431,7881,2,2022-09-15,1880.86
6432,7882,3,2023-03-06,775.1
6433,7883,2,2023-09-01,615.49
6434,7884,3,2023-03-09,326.23
6435,7886,2,2025-02-02,1603.32
6436,7888,2,2025-06-05,714.0
6437,7889,1,2024-10-11,501.62
6438,7890,1,2024-12-30,140.3
6439,7891,3,2025-04-27,323.5
6440,7892,1,2025-06-22,460.65
6441,7893,2,2025-03-03,259.32
6442,7894,3,2025-01-03,773.86
6443,7895,1,2024-08-04,325.16
6444,7896,3,2024-01-15,379.72
6445,7897,3,2024-09-10,994.03
6446,7898,2,2023-09-10,966.07
6447,7899,2,2024-03-13,792.39
6448,7900,2,2025-05-25,819.16
6449,7901,2,2025-05-16,366.33
6450,7902,3,2023-07-11,452.79
6451,7903,2,2024-09-06,166.26
6452,7904,1,2022-04-03,932.35
6453,7905,2,2024-05-04,95.27
6454,7906,1,2024-08-12,266.14
6455,7907,1,2024-02-15,1085.72
6456,7909,3,2024-12-30,318.36
6457,7910,1,2024-11-30,1640.03
6458,7911,2,2025-06-23,558.1
6459,7912,3,2025-06-21,411.87
6460,7913,3,2024-11-30,177.75
6461,7914,3,2024-06-26,341.46
6462,7915,1,2024-10-02,217.28
6463,7917,2,2025-01-07,473.48
6464,7918,1,2025-02-08,39.57
6465,7919,1,2025-06-24,318.6
6466,7920,3,2025-05-17,197.86
6467,7921,3,2024-12-02,155.94
6468,7922,3,2023-08-16,415.92
6469,7923,3,2024-07-21,288.39
6470,7924,2,2025-01-16,273.56
6471,7925,3,2025-02-20,137.4
6472,7926,1,2023-12-28,540.3
6473,7927,3,2025-06-18,565.52
6474,7929,2,2025-06-09,115.24
6475,7930,3,2024-06-28,135.3
6476,7931,1,2024-08-16,62.5
6477,7932,2,2024-10-22,396.16
6478,7933,1,2023-11-03,522.78
6479,7935,1,2025-05-19,1445.91
6480,7936,1,2023-06-03,361.8
6481,7937,2,2024-12-19,839.29
6482,7939,1,2024-11-22,578.91
6483,7940,3,2025-04-24,1246.95
6484,7941,1,2024-09-30,944.86
6485,7942,3,2024-11-01,139.67
6486,7943,2,2024-12-20,1986.6
6487,7945,1,2025-04-15,677.21
6488,7946,3,2025-02-24,806.95
6489,7947,3,2022-09-11,817.88
6490,7949,1,2024-09-09,595.12
6491,7950,2,2024-07-21,968.02
6492,7951,3,2023-01-19,151.82
6493,7954,1,2025-06-11,306.6
6494,7955,3,2024-10-18,812.8
6495,7956,2,2023-01-28,286.98
6496,7957,2,2024-12-15,945.62
6497,7958,3,2025-03-14,504.15
6498,7959,3,2024-08-03,399.6
6499,7960,2,2025-03-29,157.82
6500,7961,1,2022-05-26,650.56
6501,7962,2,2024-12-07,449.71
6502,7963,1,2023-11-23,149.28
6503,7964,2,2023-09-02,1347.28
6504,7965,2,2022-12-17,342.52
6505,7966,1,2023-11-30,291.04
6506,7967,2,2023-12-16,329.23
6507,7968,1,2025-06-19,773.4
6508,7969,1,2024-06-27,103.23
6509,7970,1,2024-08-20,598.08
6510,7971,3,2025-01-26,195.52
6511,7973,3,2025-06-11,1304.67
6512,7975,1,2024-11-14,517.72
6513,7976,2,2025-01-31,26.29
6514,7977,2,2022-06-03,1255.61
6515,7978,2,2025-01-30,1595.87
6516,7979,1,2023-04-15,879.85
6517,7980,3,2023-11-03,314.64
6518,7984,2,2023-12-28,152.78
6519,7986,2,2025-02-16,519.83
6520,7988,3,2024-10-05,763.56
6521,7989,3,2025-02-14,1159.85
6522,7990,2,2024-02-24,689.68
6523,7991,3,2023-07-28,85.52
6524,7992,3,2023-08-24,1103.63
6525,7993,1,2023-09-27,1047.27
6526,7994,3,2023-12-03,571.67
6527,7995,2,2025-04-24,253.02
6528,7997,3,2022-01-09,653.44
6529,7998,3,2022-11-10,1371.4
6530,7999,3,2022-05-01,538.26
6531,8001,1,2022-05-08,692.75
6532,8002,2,2024-09-20,176.79
6533,8004,3,2022-02-09,158.2
6534,8005,3,2025-03-20,176.22
6535,8006,1,2024-11-08,813.73
6536,8007,3,2024-02-28,149.17
6537,8008,2,2022-04-22,1384.82
6538,8009,2,2024-12-24,844.72
6539,8010,1,2024-03-09,216.93
6540,8011,3,2023-07-16,149.73
6541,8012,2,2025-01-10,388.2
6542,8013,3,2024-11-06,2158.91
6543,8014,3,2024-01-02,210.38
6544,8015,3,2024-03-17,745.76
6545,8016,1,2023-06-03,168.92
6546,8018,3,2025-06-09,419.1
6547,8019,2,2024-02-12,468.64
6548,8021,1,2025-02-15,743.01
6549,8022,2,2023-12-04,463.6
6550,8023,3,2025-06-17,561.44
6551,8024,1,2025-03-24,333.72
6552,8025,3,2024-09-08,958.54
6553,8026,2,2025-06-19,726.91
6554,8027,3,2024-10-04,730.05
6555,8028,3,2025-05-06,226.92
6556,8029,1,2024-12-30,514.05
6557,8030,1,2024-12-17,563.43
6558,8031,2,2024-07-09,314.29
6559,8032,1,2024-05-28,1265.17
6560,8033,2,2025-05-26,755.38
6561,8034,2,2024-09-16,565.31
6562,8035,3,2024-11-02,473.5
6563,8036,3,2025-06-19,222.3
6564,8037,2,2023-06-18,139.16
6565,8038,1,2022-10-22,51.34
6566,8040,2,2023-11-04,238.03
6567,8041,3,2022-12-13,226.62
6568,8042,3,2023-12-20,722.16
6569,8044,3,2024-12-24,457.3
6570,8047,3,2022-07-15,1589.79
6571,8048,2,2025-02-06,759.68
6572,8049,3,2024-02-22,1832.4
6573,8050,2,2025-01-29,285.53
6574,8051,2,2024-08-23,1152.06
6575,8052,2,2024-07-04,1056.6
6576,8053,3,2024-08-29,139.62
6577,8055,1,2025-06-06,1208.93
6578,8057,3,2024-10-23,262.68
6579,8059,1,2023-08-05,486.8
6580,8060,3,2024-11-19,406.8
6581,8061,2,2025-01-31,1217.2
6582,8062,1,2024-05-18,926.18
6583,8063,3,2025-02-07,219.6
6584,8064,2,2025-03-12,160.48
6585,8065,1,2024-04-19,1622.04
6586,8067,3,2023-11-29,779.21
6587,8068,3,2023-11-27,179.72
6588,8069,3,2024-07-01,443.16
6589,8070,3,2025-02-09,669.15
6590,8071,1,2024-04-26,75.05
6591,8072,3,2024-11-22,537.7
6592,8073,3,2024-05-27,409.05
6593,8074,2,2025-03-13,1473.83
6594,8075,1,2024-09-06,584.44
6595,8077,3,2025-03-18,426.93
6596,8078,2,2024-05-18,1426.43
6597,8079,2,2025-05-19,1327.31
6598,8081,1,2023-08-07,315.46
6599,8082,1,2024-07-01,2022.12
6600,8083,1,2023-01-10,480.99
6601,8084,3,2024-12-19,606.77
6602,8085,3,2021-11-18,94.71
6603,8086,2,2025-06-22,195.56
6604,8088,3,2024-11-22,230.2
6605,8089,1,2023-03-24,1166.33
6606,8091,2,2024-03-29,906.03
6607,8092,2,2023-02-18,855.5
6608,8094,2,2024-11-22,467.19
6609,8095,2,2025-04-10,746.04
6610,8096,1,2024-12-17,100.8
6611,8097,2,2024-09-27,25.05
6612,8098,2,2025-05-22,816.41
6613,8099,2,2024-01-16,613.32
6614,8100,3,2024-07-17,609.08
6615,8101,1,2023-10-02,260.44
6616,8102,1,2024-04-23,1185.41
6617,8103,3,2025-04-04,1563.6
6618,8104,3,2024-03-06,1377.91
6619,8105,1,2025-06-23,153.51
6620,8106,1,2023-06-22,668.93
6621,8107,2,2023-08-19,918.86
6622,8108,1,2024-05-31,756.92
6623,8109,3,2024-11-02,39.25
6624,8110,1,2023-08-03,524.6
6625,8111,2,2024-12-08,617.44
6626,8112,3,2025-06-22,377.76
6627,8114,1,2025-02-24,1022.77
6628,8115,3,2025-03-08,550.04
6629,8116,2,2024-06-20,783.97
6630,8118,3,2024-06-22,281.55
6631,8119,1,2025-06-05,516.44
6632,8120,1,2025-03-07,464.16
6633,8121,2,2023-12-04,354.09
6634,8122,2,2025-01-12,572.08
6635,8123,2,2023-08-06,786.98
6636,8125,1,2025-05-20,993.64
6637,8126,1,2024-12-14,350.26
6638,8127,3,2024-02-28,2326.88
6639,8128,1,2024-05-14,74.22
6640,8130,3,2023-10-30,545.76
6641,8131,3,2024-08-21,1495.13
6642,8132,1,2023-03-12,1334.72
6643,8133,3,2024-06-20,405.33
6644,8134,1,2025-05-23,82.02
6645,8135,1,2024-06-09,427.9
6646,8136,1,2024-07-19,31.82
6647,8137,3,2025-06-07,296.98
6648,8139,3,2024-06-27,892.82
6649,8140,1,2023-07-20,238.65
6650,8143,1,2023-01-14,113.43
6651,8144,2,2025-05-03,1362.1
6652,8145,1,2023-01-29,373.41
6653,8146,1,2022-12-13,664.24
6654,8147,2,2023-02-13,438.66
6655,8148,1,2025-05-02,137.85
6656,8149,1,2022-03-27,130.65
6657,8150,2,2024-10-28,300.36
6658,8151,1,2023-09-09,1281.2
6659,8152,1,2024-01-23,435.15
6660,8153,2,2024-03-09,80.47
6661,8154,3,2022-08-12,534.78
6662,8155,1,2025-01-18,29.71
6663,8156,1,2024-01-20,777.85
6664,8157,2,2025-05-05,192.42
6665,8158,3,2024-11-09,1466.26
6666,8159,1,2025-06-16,559.59
6667,8161,1,2024-10-24,948.84
6668,8162,2,2025-04-10,682.0
6669,8163,1,2022-02-05,1602.81
6670,8165,2,2025-05-01,545.99
6671,8167,2,2024-10-19,870.98
6672,8169,2,2023-02-03,600.93
6673,8171,3,2023-12-17,587.75
6674,8172,3,2025-04-28,436.39
6675,8173,3,2025-03-08,236.95
6676,8174,1,2024-12-23,592.98
6677,8175,1,2023-12-02,410.46
6678,8177,2,2023-11-23,101.52
6679,8178,3,2025-04-05,655.44
6680,8179,3,2024-04-16,245.38
6681,8181,3,2023-10-11,660.2
6682,8182,1,2022-08-14,586.36
6683,8184,3,2024-04-12,357.75
6684,8186,1,2022-05-15,713.04
6685,8187,2,2024-09-25,188.4
6686,8188,2,2022-08-07,484.51
6687,8189,2,2025-01-06,878.81
6688,8190,2,2024-12-24,394.85
6689,8191,2,2024-11-10,759.72
6690,8194,3,2025-05-04,1177.75
6691,8196,3,2024-03-19,756.51
6692,8197,2,2024-11-03,229.05
6693,8198,1,2025-06-25,693.44
6694,8200,2,2024-03-04,50.15
6695,8201,2,2023-01-08,467.49
6696,8202,1,2024-02-26,933.32
6697,8203,1,2025-01-19,403.38
6698,8204,3,2023-07-29,403.61
6699,8205,1,2024-12-10,467.97
6700,8206,1,2022-04-12,620.76
6701,8207,1,2025-02-27,867.02
6702,8208,1,2024-03-07,1527.85
6703,8209,3,2025-06-13,593.56
6704,8211,1,2024-05-07,708.03
6705,8212,1,2024-12-21,1163.92
6706,8215,1,2024-11-15,121.9
6707,8216,3,2025-05-10,503.5
6708,8218,1,2025-03-13,1871.0
6709,8219,1,2024-12-26,634.87
6710,8221,3,2024-08-29,265.17
6711,8222,1,2024-03-22,253.56
6712,8223,3,2024-08-28,163.3
6713,8224,2,2024-04-18,125.77
6714,8228,2,2025-01-23,1301.07
6715,8229,1,2025-05-12,129.83
6716,8230,2,2025-01-19,849.96
6717,8231,3,2025-02-25,164.38
6718,8232,3,2024-07-21,379.58
6719,8235,3,2025-02-07,695.92
6720,8236,3,2025-05-09,573.55
6721,8238,1,2024-09-11,53.71
6722,8239,2,2024-11-08,542.08
6723,8240,3,2025-06-01,873.76
6724,8241,2,2023-01-25,403.33
6725,8243,1,2023-11-02,810.07
6726,8245,2,2024-07-21,732.18
6727,8248,3,2024-01-19,415.47
6728,8249,1,2023-04-08,889.12
6729,8250,1,2024-08-17,662.24
6730,8251,1,2022-12-09,705.54
6731,8252,1,2023-11-23,337.9
6732,8253,2,2022-10-22,1079.58
6733,8254,2,2024-07-02,271.81
6734,8256,1,2025-04-21,516.5
6735,8258,2,2025-04-17,340.9
6736,8261,1,2025-06-05,147.22
6737,8263,1,2023-02-10,635.55
6738,8264,2,2023-09-08,247.22
6739,8265,2,2024-11-19,1138.47
6740,8266,2,2024-12-10,618.0
6741,8267,3,2024-03-15,367.98
6742,8268,2,2023-10-02,134.08
6743,8270,2,2024-03-03,891.05
6744,8271,1,2024-10-11,489.2
6745,8273,2,2021-11-12,1198.15
6746,8276,1,2023-12-19,1057.44
6747,8277,3,2024-12-11,472.18
6748,8278,2,2025-01-10,984.48
6749,8279,2,2025-04-17,503.27
6750,8280,2,2024-02-13,1082.53
6751,8281,1,2024-10-21,717.68
6752,8283,3,2022-04-30,1158.69
6753,8284,2,2024-10-29,325.28
6754,8285,1,2025-06-19,393.91
6755,8286,1,2023-02-15,265.59
6756,8288,3,2025-06-21,1077.0
6757,8289,2,2024-08-26,835.03
6758,8290,1,2023-11-19,398.42
6759,8291,3,2025-06-08,421.5
6760,8292,3,2024-10-26,771.86
6761,8293,1,2025-04-18,223.32
6762,8294,3,2024-01-17,390.06
6763,8296,3,2023-06-28,915.53
6764,8298,2,2025-04-04,666.1
6765,8299,3,2024-09-01,99.7
6766,8302,3,2024-04-18,308.16
6767,8303,2,2023-07-01,366.05
6768,8305,1,2023-08-06,638.99
6769,8306,2,2025-06-15,1110.37
6770,8307,1,2025-05-21,672.85
6771,8308,2,2023-05-01,393.16
6772,8311,3,2024-11-28,79.78
6773,8312,3,2022-12-31,271.96
6774,8313,1,2023-06-24,668.32
6775,8314,3,2024-10-06,565.55
6776,8316,2,2023-02-12,275.98
6777,8317,2,2024-05-11,733.9
6778,8318,2,2024-02-18,94.8
6779,8321,1,2023-05-19,934.37
6780,8322,1,2024-12-16,341.48
6781,8323,3,2023-04-27,310.84
6782,8325,1,2025-06-09,792.8
6783,8327,1,2022-12-19,1070.29
6784,8328,2,2024-10-08,1520.68
6785,8329,2,2024-08-16,668.69
6786,8330,3,2025-03-19,142.64
6787,8331,2,2024-12-01,955.68
6788,8332,2,2025-04-21,557.65
6789,8333,1,2025-04-02,283.8
6790,8334,3,2024-04-28,1581.69
6791,8335,3,2022-08-19,399.89
6792,8336,1,2025-03-05,57.18
6793,8337,3,2022-12-06,465.63
6794,8338,2,2025-01-07,447.81
6795,8339,3,2025-06-08,217.2
6796,8340,3,2024-11-17,923.79
6797,8341,3,2024-09-26,962.64
6798,8342,1,2024-09-09,424.76
6799,8343,1,2024-10-03,332.46
6800,8345,3,2024-12-25,314.84
6801,8346,1,2025-04-14,638.27
6802,8347,2,2023-01-09,608.78
6803,8348,1,2025-04-14,248.58
6804,8349,1,2022-01-02,319.44
6805,8351,1,2024-12-05,590.18
6806,8352,3,2023-06-09,1009.38
6807,8353,1,2024-12-24,538.65
6808,8354,2,2025-02-26,347.03
6809,8355,1,2025-04-06,74.46
6810,8356,3,2024-01-05,119.63
6811,8357,2,2024-03-30,433.76
6812,8358,1,2025-01-02,230.98
6813,8359,1,2025-03-24,177.41
6814,8360,1,2023-02-13,78.33
6815,8361,2,2022-04-25,2101.49
6816,8362,1,2024-07-10,1655.39
6817,8364,1,2025-05-22,321.98
6818,8365,1,2024-02-22,447.83
6819,8370,3,2024-11-25,384.46
6820,8371,1,2025-06-15,710.38
6821,8372,3,2025-04-23,634.8
6822,8373,2,2024-08-16,277.56
6823,8374,1,2023-12-01,643.43
6824,8375,2,2024-08-03,600.47
6825,8376,2,2024-01-05,214.23
6826,8377,2,2024-11-16,330.6
6827,8378,1,2025-05-25,151.79
6828,8379,1,2023-03-11,308.34
6829,8380,3,2024-02-14,737.33
6830,8382,2,2024-08-25,256.22
6831,8383,2,2025-01-24,268.96
6832,8384,2,2025-06-07,962.96
6833,8386,2,2024-03-31,660.36
6834,8388,3,2024-09-05,69.06
6835,8389,2,2025-06-14,138.0
6836,8390,3,2025-05-24,560.52
6837,8391,3,2025-01-27,411.53
6838,8392,3,2024-04-19,494.52
6839,8395,3,2022-11-20,631.12
6840,8396,3,2024-10-07,275.02
6841,8397,3,2024-04-22,1153.88
6842,8398,1,2025-06-21,653.85
6843,8399,1,2025-01-19,965.92
6844,8400,1,2025-06-09,93.86
6845,8402,1,2025-05-13,733.3
6846,8404,2,2024-07-28,1043.76
6847,8405,2,2025-06-19,2217.46
6848,8406,2,2023-08-26,741.27
6849,8407,3,2025-04-12,1412.52
6850,8408,2,2025-03-25,185.24
6851,8410,2,2024-07-24,479.19
6852,8411,1,2024-03-27,44.57
6853,8412,3,2024-11-17,426.54
6854,8413,1,2023-02-12,1470.38
6855,8415,1,2023-07-24,81.48
6856,8416,3,2024-06-05,157.19
6857,8417,2,2024-09-29,379.95
6858,8418,1,2024-08-22,176.6
6859,8419,3,2022-05-21,351.82
6860,8420,1,2025-06-25,1175.42
6861,8421,3,2025-02-11,912.26
6862,8422,1,2022-12-02,161.08
6863,8423,2,2025-05-30,807.16
6864,8424,1,2025-06-11,199.38
6865,8425,2,2024-07-30,452.69
6866,8426,1,2024-09-05,570.16
6867,8427,3,2025-05-08,345.31
6868,8428,3,2025-04-29,637.25
6869,8429,2,2024-11-23,72.16
6870,8430,2,2024-12-21,415.12
6871,8431,2,2021-07-18,1524.0
6872,8432,2,2025-06-21,825.95
6873,8433,1,2025-05-26,450.43
6874,8434,2,2024-05-08,357.67
6875,8436,3,2025-02-17,690.56
6876,8437,3,2024-11-21,964.82
6877,8438,2,2024-05-26,326.17
6878,8439,1,2024-11-19,1600.85
6879,8440,1,2024-07-18,448.5
6880,8441,3,2023-10-23,128.97
6881,8442,3,2025-05-27,133.56
6882,8443,2,2024-09-11,758.64
6883,8444,1,2025-01-10,573.8
6884,8445,3,2024-09-27,429.58
6885,8447,3,2025-03-13,719.51
6886,8448,3,2025-01-28,551.28
6887,8450,3,2023-11-15,364.84
6888,8451,1,2024-06-23,539.65
6889,8452,3,2025-06-15,1812.59
6890,8453,3,2025-06-22,461.6
6891,8455,2,2021-08-16,127.04
6892,8456,3,2024-11-19,455.56
6893,8457,3,2024-09-05,160.17
6894,8458,3,2024-04-17,837.96
6895,8459,2,2025-06-24,1260.21
6896,8460,2,2022-09-14,117.66
6897,8461,3,2024-05-26,902.8
6898,8462,3,2024-12-06,931.29
6899,8463,2,2025-04-24,509.86
6900,8464,2,2023-04-04,543.22
6901,8465,3,2025-01-01,376.8
6902,8466,3,2024-05-10,122.96
6903,8467,2,2025-02-01,431.66
6904,8468,1,2022-05-16,961.0
6905,8469,2,2023-03-11,421.8
6906,8470,3,2025-06-15,1114.68
6907,8471,3,2025-05-19,146.96
6908,8472,2,2025-06-22,780.78
6909,8475,1,2024-03-09,308.59
6910,8476,2,2025-04-17,107.4
6911,8477,3,2025-05-31,162.3
6912,8478,3,2024-08-23,383.35
6913,8480,3,2023-06-23,856.02
6914,8481,3,2023-07-27,282.82
6915,8483,3,2025-05-14,365.25
6916,8485,3,2025-03-16,596.48
6917,8486,3,2023-09-03,352.65
6918,8487,2,2023-03-08,940.7
6919,8488,1,2024-04-02,1271.62
6920,8489,2,2025-05-10,436.59
6921,8490,3,2025-03-29,151.56
6922,8491,1,2023-02-09,605.39
6923,8492,3,2023-11-15,2712.51
6924,8493,2,2023-12-10,401.32
6925,8494,3,2024-12-20,746.32
6926,8495,2,2025-03-07,97.68
6927,8496,1,2024-03-17,742.31
