cod_pedido,cod_cliente,data_pedido,status
6758,21501,2023-10-18,Cancelado
6759,21973,2022-02-28,Pago
6760,18483,2021-08-29,Pendente
6761,3118,2025-04-02,Pago
6762,20160,2023-10-21,Pendente
6763,16435,2021-06-28,Pendente
6764,4639,2022-06-09,Pago
6765,14795,2025-01-14,Cancelado
6766,18758,2022-02-27,Pendente
6767,14766,2022-03-11,Pago
6768,845,2023-05-16,Pago
6769,8764,2023-03-06,Cancelado
6770,7835,2024-06-27,Pendente
6771,7115,2022-01-28,Pendente
6772,11561,2021-08-15,Pago
6773,9288,2024-05-21,Pago
6774,3958,2023-05-26,Cancelado
6775,2371,2025-03-24,Cancelado
6776,5380,2024-02-08,Pendente
6777,6074,2024-11-03,Pago
6778,211,2023-04-09,Cancelado
6779,16921,2021-07-07,Pendente
6780,23833,2025-04-26,Cancelado
6781,14110,2025-03-28,Pago
6782,4076,2023-05-08,Pago
6783,5612,2023-07-08,Pago
6784,5214,2023-07-03,Pago
6785,3941,2022-01-28,Cancelado
6786,15881,2023-11-02,Cancelado
6787,1130,2022-11-17,Cancelado
6788,21568,2023-12-01,Cancelado
6789,6406,2024-11-27,Cancelado
6790,4884,2023-08-14,Cancelado
6791,3388,2023-01-09,Cancelado
6792,22734,2022-10-24,Pendente
6793,19474,2022-01-14,Cancelado
6794,10278,2021-08-31,Pago
6795,13109,2023-09-12,Pago
6796,15424,2023-01-11,Pendente
6797,23270,2021-10-24,Pago
6798,24599,2022-07-01,Pago
6799,10440,2025-01-07,Pendente
6800,6199,2023-11-17,Pendente
6801,7731,2024-07-04,Pago
6802,1973,2023-08-05,Cancelado
6803,20057,2024-05-26,Cancelado
6804,17839,2022-03-15,Cancelado
6805,4619,2025-01-11,Pendente
6806,8918,2024-01-28,Pendente
6807,11687,2025-05-31,Pago
6808,24646,2023-11-23,Cancelado
6809,1616,2024-09-26,Pago
6810,2073,2024-10-30,Pendente
6811,17780,2023-11-18,Pendente
6812,9846,2024-09-06,Pendente
6813,19802,2023-10-25,Pago
6814,235,2023-01-27,Pendente
6815,12109,2024-04-26,Cancelado
6816,12327,2024-05-04,Cancelado
6817,23905,2024-03-23,Cancelado
6818,17379,2024-10-16,Pago
6819,141,2024-12-19,Cancelado
6820,11437,2023-02-03,Pendente
6821,22414,2022-02-13,Cancelado
6822,1713,2021-08-09,Pago
6823,6478,2022-09-04,Cancelado
6824,890,2023-12-24,Cancelado
6825,15884,2024-02-06,Cancelado
6826,17088,2021-10-03,Pendente
6827,12531,2022-10-14,Pendente
6828,1060,2023-10-03,Pago
6829,8348,2024-03-05,Cancelado
6830,19451,2023-01-01,Cancelado
6831,22026,2021-12-24,Pago
6832,2295,2022-05-29,Pendente
6833,1565,2024-12-25,Cancelado
6834,13889,2022-02-20,Pendente
6835,4693,2022-08-09,Cancelado
6836,22065,2021-09-10,Pendente
6837,12065,2024-01-05,Cancelado
6838,1729,2022-06-20,Pendente
6839,16687,2023-11-21,Cancelado
6840,14601,2021-10-31,Cancelado
6841,5372,2022-06-14,Cancelado
6842,10415,2024-08-21,Cancelado
6843,17530,2025-05-22,Cancelado
6844,1521,2023-12-22,Pago
6845,12256,2025-03-16,Pendente
6846,21376,2022-03-22,Cancelado
6847,13334,2024-05-02,Pago
6848,21674,2021-12-23,Pendente
6849,10442,2022-01-29,Pago
6850,14298,2025-05-14,Cancelado
6851,7239,2021-11-07,Pago
6852,18175,2022-05-03,Pendente
6853,21570,2025-01-29,Cancelado
6854,1910,2024-01-05,Pago
6855,2264,2022-01-02,Cancelado
6856,22832,2025-06-12,Pago
6857,12232,2023-01-22,Pago
6858,20062,2023-11-20,Pago
6859,15224,2025-01-09,Cancelado
6860,4216,2021-08-15,Pendente
6861,22037,2021-10-14,Pendente
6862,5428,2022-05-13,Pago
6863,6423,2025-03-06,Cancelado
6864,21407,2021-11-28,Pago
6865,9418,2025-04-02,Pago
6866,3870,2025-04-12,Cancelado
6867,1591,2023-04-16,Pago
6868,17114,2023-06-12,Pendente
6869,20238,2024-12-20,Pendente
6870,6095,2022-11-04,Cancelado
6871,2539,2023-07-02,Cancelado
6872,897,2023-04-08,Pendente
6873,6565,2024-01-12,Cancelado
6874,17064,2021-09-13,Cancelado
6875,20575,2023-07-22,Cancelado
6876,22427,2023-05-26,Pendente
6877,74,2024-01-26,Pendente
6878,24572,2023-03-29,Cancelado
6879,14182,2023-04-21,Cancelado
6880,24429,2024-07-10,Cancelado
6881,1414,2024-10-16,Pendente
6882,20777,2022-11-14,Pago
6883,501,2022-07-05,Pago
6884,14784,2023-02-09,Pago
6885,16078,2024-09-25,Pendente
6886,10019,2022-11-14,Pendente
6887,3460,2024-10-13,Pendente
6888,19701,2022-03-01,Cancelado
6889,4183,2022-12-09,Cancelado
6890,22571,2024-04-11,Pago
6891,9140,2025-05-01,Cancelado
6892,9349,2022-11-01,Cancelado
6893,16084,2021-08-04,Pendente
6894,16359,2023-07-24,Pago
6895,21942,2024-07-16,Pendente
6896,2963,2024-03-25,Pendente
6897,5187,2024-12-30,Cancelado
6898,4793,2022-08-05,Pendente
6899,2291,2022-05-23,Cancelado
6900,10624,2023-03-19,Pendente
6901,16124,2023-05-06,Pago
6902,15822,2023-03-06,Pendente
6903,9010,2024-04-22,Pendente
6904,15663,2022-02-03,Pago
6905,13151,2021-08-27,Pago
6906,24988,2023-03-02,Pendente
6907,24997,2024-01-05,Cancelado
6908,16476,2023-10-20,Pendente
6909,11744,2023-06-13,Pago
6910,8493,2022-06-19,Pago
6911,2272,2021-10-23,Pago
6912,6537,2022-03-31,Pendente
6913,21330,2023-06-07,Pendente
6914,18631,2024-05-31,Cancelado
6915,1803,2022-10-22,Cancelado
6916,13048,2022-10-29,Cancelado
6917,10736,2022-09-02,Cancelado
6918,5766,2023-11-14,Cancelado
6919,7874,2023-04-03,Cancelado
6920,21365,2024-10-23,Pago
6921,8465,2024-11-02,Pago
6922,8949,2023-10-27,Cancelado
6923,9005,2022-07-12,Pendente
6924,18669,2024-06-07,Pendente
6925,15971,2022-05-12,Cancelado
6926,2665,2021-08-31,Pago
6927,10229,2022-10-19,Pago
6928,17412,2023-04-26,Cancelado
6929,11302,2022-06-05,Cancelado
6930,3257,2022-06-01,Pago
6931,1059,2025-03-15,Pago
6932,9737,2022-05-11,Cancelado
6933,18720,2021-11-17,Cancelado
6934,1584,2022-10-16,Pago
6935,17436,2021-09-01,Pendente
6936,22459,2021-10-05,Cancelado
6937,12924,2022-07-21,Pago
6938,4724,2022-11-14,Cancelado
6939,18027,2025-04-28,Pago
6940,23433,2023-08-16,Pendente
6941,6443,2021-10-18,Cancelado
6942,19454,2023-08-28,Pago
6943,23989,2025-01-04,Cancelado
6944,13560,2021-12-14,Cancelado
6945,20567,2022-12-02,Pago
6946,12143,2022-12-19,Pendente
6947,5669,2023-03-27,Pendente
6948,11701,2023-03-17,Pago
6949,13570,2022-05-04,Cancelado
6950,1279,2022-06-23,Pago
6951,18134,2022-08-21,Pago
6952,14860,2023-06-19,Cancelado
6953,2446,2021-08-17,Pago
6954,13926,2021-09-03,Pago
6955,1125,2025-01-09,Cancelado
6956,16073,2023-09-09,Cancelado
6957,3946,2024-11-17,Pago
6958,15508,2024-05-25,Pago
6959,6733,2024-01-22,Pago
6960,15320,2022-01-01,Pago
6961,19872,2023-09-28,Cancelado
6962,2101,2023-12-20,Pago
6963,23522,2022-07-31,Pago
6964,24948,2024-09-05,Pago
6965,22424,2023-03-19,Pago
6966,742,2024-07-25,Cancelado
6967,20163,2022-04-10,Cancelado
6968,870,2022-11-10,Pendente
6969,8862,2022-07-17,Pago
6970,1528,2023-06-03,Pago
6971,24145,2024-06-01,Pago
6972,7141,2023-11-02,Pendente
6973,21315,2023-11-26,Cancelado
6974,21782,2024-03-10,Cancelado
6975,12139,2023-12-10,Pendente
6976,17752,2022-12-30,Cancelado
6977,18728,2021-07-05,Pago
6978,18510,2024-05-08,Pendente
6979,18817,2021-12-06,Pendente
6980,3161,2023-10-17,Cancelado
6981,8400,2021-07-25,Cancelado
6982,2796,2024-12-28,Pendente
6983,22583,2022-08-11,Pendente
6984,24619,2023-07-20,Cancelado
6985,10691,2021-12-16,Cancelado
6986,25,2024-07-04,Pago
6987,6500,2024-01-31,Cancelado
6988,14515,2021-10-08,Pendente
6989,208,2025-01-27,Cancelado
6990,15065,2021-12-16,Pago
6991,11215,2023-11-27,Pendente
6992,2200,2022-01-23,Pago
6993,5651,2024-09-16,Pago
6994,21333,2024-11-03,Cancelado
6995,6748,2024-12-21,Pago
6996,21104,2022-11-18,Pago
6997,15615,2023-05-10,Pendente
6998,5041,2025-04-05,Cancelado
6999,11485,2022-01-27,Cancelado
7000,22364,2025-06-22,Pendente
7001,6101,2022-03-06,Cancelado
7002,3117,2024-06-21,Cancelado
7003,14613,2023-03-11,Cancelado
7004,12996,2024-07-12,Pendente
7005,5153,2023-12-30,Pago
7006,15812,2023-12-13,Pendente
7007,9344,2023-12-18,Pago
7008,24097,2021-07-19,Pago
7009,10899,2024-05-13,Pago
7010,6780,2021-06-28,Cancelado
7011,9824,2022-04-10,Cancelado
7012,22106,2023-03-26,Pago
7013,13115,2024-06-15,Pago
7014,10802,2022-10-09,Pago
7015,20826,2024-04-09,Pago
7016,12477,2023-10-07,Pago
7017,7464,2021-07-06,Pendente
7018,17762,2022-02-15,Pendente
7019,6434,2025-01-25,Pago
7020,21891,2022-07-16,Cancelado
7021,13718,2022-10-13,Pendente
7022,11,2024-09-24,Cancelado
7023,3379,2024-07-22,Pago
7024,1542,2022-02-17,Cancelado
7025,21082,2025-03-19,Pago
7026,10490,2023-03-30,Pendente
7027,20656,2024-09-01,Cancelado
7028,24256,2024-08-03,Pendente
7029,21164,2023-01-30,Pago
7030,9964,2021-11-19,Pendente
7031,5534,2023-03-06,Cancelado
7032,15816,2022-02-28,Pendente
7033,12742,2025-01-28,Pago
7034,23947,2025-04-01,Pago
7035,18834,2025-04-13,Pago
7036,22740,2024-12-28,Pago
7037,23548,2025-06-20,Pendente
7038,1933,2023-08-22,Pendente
7039,24066,2023-02-24,Cancelado
7040,7111,2024-07-15,Pendente
7041,18311,2025-05-12,Pago
7042,8830,2024-03-21,Pendente
7043,4649,2023-01-13,Pendente
7044,3411,2024-09-01,Cancelado
7045,16034,2025-01-27,Cancelado
7046,21549,2024-06-18,Pago
7047,22253,2025-04-03,Pendente
7048,4426,2022-04-22,Pago
7049,13033,2024-11-10,Pendente
7050,2447,2024-06-08,Pendente
7051,24780,2022-06-26,Pendente
7052,21732,2025-03-21,Pago
7053,2049,2023-02-11,Pago
7054,8263,2024-06-10,Pendente
7055,12199,2024-03-07,Pago
7056,2257,2025-01-23,Pago
7057,17058,2022-05-03,Pago
7058,13741,2024-08-12,Pago
7059,8061,2023-03-14,Pendente
7060,22938,2022-02-05,Pendente
7061,8257,2025-05-11,Pago
7062,13014,2024-06-26,Pendente
7063,14045,2025-04-21,Pendente
7064,3920,2021-10-31,Pago
7065,10550,2025-05-27,Pendente
7066,3927,2024-08-21,Cancelado
7067,4853,2022-11-13,Pendente
7068,20108,2024-11-20,Pago
7069,13591,2025-01-01,Pago
7070,10874,2025-05-01,Cancelado
7071,15656,2024-11-08,Pago
7072,4320,2025-03-13,Pago
7073,10448,2023-08-16,Pago
7074,337,2021-12-27,Cancelado
7075,7675,2023-05-17,Cancelado
7076,4649,2025-03-29,Pendente
7077,12147,2022-07-04,Pendente
7078,22789,2023-09-19,Pendente
7079,4940,2024-06-24,Pago
7080,7081,2022-07-26,Cancelado
7081,1110,2023-03-10,Pendente
7082,17112,2022-07-06,Cancelado
7083,22278,2024-01-07,Pendente
7084,12116,2024-03-05,Pago
7085,14909,2025-05-16,Cancelado
7086,24162,2024-10-28,Cancelado
7087,21606,2025-03-22,Cancelado
7088,8645,2022-06-22,Pendente
7089,20867,2025-05-17,Cancelado
7090,17446,2024-10-07,Cancelado
7091,1728,2023-06-28,Pendente
7092,3585,2024-01-03,Pendente
7093,4459,2023-01-22,Cancelado
7094,1594,2023-10-06,Pago
7095,14180,2022-08-08,Cancelado
7096,19280,2022-04-14,Pago
7097,21527,2022-01-14,Pendente
7098,18227,2022-02-17,Pago
7099,16676,2023-07-17,Cancelado
7100,74,2025-06-16,Pago
7101,12228,2024-03-18,Cancelado
7102,16525,2022-11-25,Pendente
7103,22358,2021-11-01,Cancelado
7104,7762,2023-03-07,Pago
7105,13983,2022-04-30,Cancelado
7106,10099,2022-01-15,Pendente
7107,4033,2021-08-31,Pago
7108,16201,2023-05-18,Pago
7109,4212,2022-07-18,Pendente
7110,13173,2023-10-19,Cancelado
7111,2303,2024-03-31,Pendente
7112,5355,2023-12-01,Pago
7113,23675,2024-12-07,Pendente
7114,18523,2024-01-08,Pendente
7115,1676,2023-08-22,Pendente
7116,8430,2024-09-21,Pago
7117,10004,2021-11-30,Pendente
7118,2575,2023-07-24,Pendente
7119,23098,2024-01-12,Cancelado
7120,7818,2023-12-19,Pago
7121,16443,2023-11-29,Pendente
7122,8409,2025-04-30,Pendente
7123,10404,2023-02-03,Pendente
7124,9217,2024-09-03,Pago
7125,6541,2025-01-18,Pago
7126,11698,2022-09-22,Pago
7127,12960,2022-10-18,Cancelado
7128,13060,2024-11-24,Pendente
7129,15863,2023-12-24,Pendente
7130,1538,2022-01-14,Pendente
7131,3161,2024-05-24,Cancelado
7132,8425,2022-06-19,Pago
7133,6932,2023-09-14,Cancelado
7134,3298,2024-09-04,Pendente
7135,9441,2025-04-04,Pago
7136,20138,2021-09-07,Pendente
7137,12891,2023-02-23,Pendente
7138,9780,2023-09-08,Pago
7139,11386,2021-09-18,Pendente
7140,13669,2024-07-10,Pago
7141,16497,2021-07-01,Pago
7142,4033,2025-03-22,Pago
7143,16809,2021-09-21,Pendente
7144,13746,2022-08-01,Pago
7145,10374,2024-09-20,Pendente
7146,13830,2023-08-07,Cancelado
7147,17813,2023-12-28,Pendente
7148,14720,2023-01-02,Pago
7149,24400,2023-07-30,Pago
7150,3719,2025-02-03,Cancelado
7151,19709,2024-02-04,Pago
7152,6483,2025-04-15,Pendente
7153,11738,2022-04-09,Pendente
7154,9479,2021-09-18,Pago
7155,2504,2022-04-28,Pendente
7156,12867,2023-11-06,Pago
7157,3783,2024-04-21,Cancelado
7158,24572,2024-01-02,Cancelado
7159,4006,2024-07-19,Cancelado
7160,17609,2022-05-17,Cancelado
7161,10268,2022-04-11,Pago
7162,7917,2024-11-20,Pago
7163,6495,2024-06-18,Cancelado
7164,18398,2023-09-18,Pago
7165,14016,2022-04-19,Pago
7166,12600,2022-02-25,Pago
7167,880,2023-12-25,Cancelado
7168,9375,2024-01-10,Cancelado
7169,12533,2022-10-17,Pendente
7170,22677,2023-01-29,Cancelado
7171,8403,2023-07-26,Cancelado
7172,9435,2024-07-11,Cancelado
7173,15251,2023-07-07,Cancelado
7174,11243,2023-08-18,Pago
7175,10783,2021-11-13,Cancelado
7176,15537,2022-06-27,Pago
7177,7971,2022-12-17,Pendente
7178,23293,2025-06-02,Pago
7179,9789,2025-05-14,Cancelado
7180,17258,2025-06-14,Cancelado
7181,11306,2022-12-17,Pago
7182,2429,2023-12-27,Pago
7183,15422,2023-11-24,Pendente
7184,1855,2023-04-01,Pago
7185,4307,2022-02-23,Pago
7186,5004,2022-11-03,Pago
7187,18163,2022-11-16,Pendente
7188,6430,2022-01-10,Pendente
7189,21503,2024-06-28,Cancelado
7190,9643,2024-10-24,Pendente
7191,11901,2024-07-11,Pendente
7192,18416,2023-12-08,Cancelado
7193,10742,2021-08-07,Pendente
7194,16915,2023-05-08,Pendente
7195,11774,2022-10-20,Cancelado
7196,24006,2022-06-29,Cancelado
7197,5518,2023-08-28,Pago
7198,15154,2022-03-19,Pago
7199,20146,2024-07-10,Cancelado
7200,3953,2024-03-24,Pago
7201,1699,2022-01-01,Pago
7202,8407,2022-12-27,Cancelado
7203,24468,2023-07-22,Cancelado
7204,3467,2023-12-05,Pendente
7205,21932,2024-09-14,Pendente
7206,8978,2024-04-18,Cancelado
7207,18805,2023-02-18,Cancelado
7208,14075,2023-08-09,Pendente
7209,1356,2022-09-05,Pendente
7210,16503,2023-01-12,Pendente
7211,1280,2024-08-04,Pendente
7212,5833,2025-03-11,Pendente
7213,7950,2023-09-01,Pago
7214,1211,2022-06-27,Pago
7215,802,2023-04-05,Pago
7216,13404,2023-01-18,Cancelado
7217,3636,2023-07-19,Pendente
7218,24413,2021-08-11,Pendente
7219,7794,2024-05-06,Cancelado
7220,13655,2021-08-01,Cancelado
7221,8349,2025-06-22,Pago
7222,12019,2023-01-20,Pago
7223,2963,2025-02-03,Pendente
7224,14331,2021-11-16,Pendente
7225,5996,2023-03-24,Pago
7226,17423,2024-02-08,Cancelado
7227,4714,2023-04-17,Pendente
7228,7491,2025-06-07,Pendente
7229,24598,2024-09-05,Pendente
7230,14039,2024-12-06,Pago
7231,24995,2022-08-13,Pago
7232,22965,2024-03-30,Pendente
7233,15636,2022-08-19,Pendente
7234,11348,2022-03-12,Pendente
7235,2130,2024-01-12,Pendente
7236,24008,2022-07-13,Pendente
7237,21931,2023-06-16,Pago
7238,20365,2023-01-30,Pendente
7239,3797,2025-06-10,Pendente
7240,13323,2024-04-22,Cancelado
7241,9469,2024-05-11,Pago
7242,16854,2021-09-03,Pago
7243,21653,2022-08-23,Pago
7244,17659,2022-04-19,Pago
7245,15926,2023-12-14,Pendente
7246,13836,2023-03-13,Pendente
7247,14536,2023-04-13,Cancelado
7248,21729,2023-07-04,Pago
7249,7551,2022-04-12,Pendente
7250,815,2025-05-21,Pendente
7251,13486,2024-09-11,Pago
7252,3782,2024-11-12,Cancelado
7253,5363,2024-06-04,Pago
7254,10990,2023-06-12,Cancelado
7255,2831,2023-07-18,Cancelado
7256,21661,2021-07-29,Pendente
7257,12625,2023-07-31,Pendente
7258,13805,2025-05-25,Pago
7259,18172,2023-08-27,Cancelado
7260,837,2025-01-30,Pendente
7261,22691,2022-12-23,Pago
7262,4253,2022-06-06,Cancelado
7263,4317,2023-10-02,Cancelado
7264,15308,2022-09-21,Cancelado
7265,5631,2025-03-11,Cancelado
7266,4951,2021-11-16,Pago
7267,17912,2022-10-08,Pago
7268,19016,2025-02-27,Pendente
7269,3900,2021-10-09,Cancelado
7270,17497,2022-12-03,Cancelado
7271,8294,2022-06-05,Pendente
7272,20288,2025-05-22,Pago
7273,10112,2024-12-18,Pago
7274,23383,2024-04-24,Pendente
7275,22338,2025-06-10,Pendente
7276,22082,2022-03-20,Pago
7277,12563,2021-09-12,Pago
7278,24041,2021-07-12,Pago
7279,10379,2023-05-08,Cancelado
7280,3145,2021-12-13,Cancelado
7281,4816,2024-07-14,Pendente
7282,7102,2023-09-06,Pendente
7283,22280,2023-11-17,Pago
7284,8450,2022-11-09,Cancelado
7285,24415,2021-08-21,Cancelado
7286,4581,2025-03-12,Cancelado
7287,17929,2022-09-02,Pendente
7288,11495,2023-01-11,Pago
7289,4428,2022-10-05,Pendente
7290,12795,2022-03-15,Pendente
7291,11799,2022-06-09,Pago
7292,22796,2021-10-05,Cancelado
7293,1612,2023-10-26,Pago
7294,9295,2024-10-20,Pago
7295,24514,2022-05-12,Cancelado
7296,980,2024-07-27,Pendente
7297,534,2024-03-11,Cancelado
7298,7558,2021-08-18,Pendente
7299,15717,2024-04-06,Pendente
7300,19281,2023-08-15,Pago
7301,13577,2022-08-21,Pago
7302,4144,2022-08-16,Cancelado
7303,21598,2022-08-30,Cancelado
7304,7339,2023-08-03,Pago
7305,16636,2024-07-26,Cancelado
7306,11925,2024-12-14,Pendente
7307,14658,2023-03-04,Pendente
7308,13566,2025-03-01,Cancelado
7309,5751,2021-08-08,Cancelado
7310,4299,2024-02-10,Pago
7311,23080,2021-10-26,Cancelado
7312,5089,2025-02-03,Pago
7313,9161,2024-09-22,Pago
7314,12250,2023-07-30,Pendente
7315,13226,2021-12-16,Pendente
7316,389,2025-06-24,Pendente
7317,8898,2024-04-14,Cancelado
7318,23244,2023-04-29,Pago
7319,15302,2025-02-08,Pago
7320,23791,2024-05-12,Cancelado
7321,20193,2024-04-02,Cancelado
7322,17625,2024-01-08,Pago
7323,2460,2024-01-08,Pendente
7324,20085,2022-02-08,Pendente
7325,2187,2023-10-05,Pendente
7326,6978,2021-08-16,Cancelado
7327,13575,2021-08-27,Pendente
7328,19416,2023-07-17,Pago
7329,504,2024-06-29,Pago
7330,16708,2024-10-17,Pago
7331,2434,2025-05-01,Pendente
7332,21186,2022-01-26,Pago
7333,2143,2024-08-22,Pendente
7334,12515,2023-11-01,Cancelado
7335,13763,2024-11-11,Cancelado
7336,14503,2023-01-02,Pago
7337,8614,2022-05-09,Pago
7338,1181,2023-05-20,Pendente
7339,6857,2023-09-08,Cancelado
7340,17315,2024-03-27,Pago
7341,14596,2021-07-22,Pendente
7342,5668,2023-06-26,Cancelado
7343,5224,2022-10-26,Pendente
7344,6402,2024-03-09,Pendente
7345,22034,2022-08-23,Pago
7346,2013,2022-11-29,Pago
7347,18993,2022-01-05,Cancelado
7348,23483,2024-05-27,Cancelado
7349,12094,2024-02-18,Cancelado
7350,17991,2024-12-14,Cancelado
7351,12745,2023-08-20,Cancelado
7352,24273,2022-03-13,Cancelado
7353,2194,2024-11-08,Pendente
7354,10653,2021-10-14,Cancelado
7355,18118,2024-03-29,Pendente
7356,486,2023-02-08,Pendente
7357,12207,2022-07-02,Pago
7358,9180,2022-12-12,Pendente
7359,11801,2022-04-13,Cancelado
7360,22669,2023-10-23,Pago
7361,1921,2023-12-27,Pago
7362,19545,2023-01-01,Pendente
7363,11201,2022-01-15,Pago
7364,2860,2022-03-08,Pago
7365,20884,2022-11-06,Pago
7366,4304,2021-10-23,Pago
7367,19478,2024-02-18,Pago
7368,23400,2021-10-31,Pendente
7369,24107,2024-09-30,Pendente
7370,24618,2022-07-30,Cancelado
7371,7331,2024-12-17,Pago
7372,18337,2022-04-21,Pendente
7373,22337,2024-01-15,Cancelado
7374,17440,2022-03-08,Cancelado
7375,18555,2024-04-21,Pago
7376,16164,2023-06-15,Cancelado
7377,4228,2022-06-02,Pendente
7378,10344,2024-06-19,Cancelado
7379,4119,2023-03-25,Pendente
7380,23279,2025-03-13,Pago
7381,12088,2023-01-10,Pago
7382,2617,2024-09-14,Pendente
7383,10226,2021-11-17,Cancelado
7384,14151,2024-12-14,Cancelado
7385,9327,2022-05-18,Pendente
7386,1507,2022-10-12,Pendente
7387,15349,2024-11-20,Cancelado
7388,21291,2023-11-16,Cancelado
7389,5560,2023-05-30,Pendente
7390,3098,2024-11-06,Cancelado
7391,22984,2025-01-13,Pendente
7392,23351,2022-04-04,Cancelado
7393,2617,2023-01-06,Pendente
7394,14476,2022-03-27,Pendente
7395,3375,2023-03-27,Pendente
7396,4410,2024-11-27,Pendente
7397,764,2021-07-14,Pago
7398,17524,2023-03-17,Pago
7399,2603,2022-06-16,Pendente
7400,18788,2024-09-07,Pago
7401,22924,2025-03-03,Pendente
7402,8616,2022-05-10,Pago
7403,13070,2022-08-08,Pendente
7404,10120,2022-12-13,Pendente
7405,13225,2024-05-12,Cancelado
7406,11049,2024-01-16,Pendente
7407,18554,2021-08-04,Cancelado
7408,1892,2024-03-13,Pago
7409,5111,2021-12-30,Pendente
7410,4398,2024-12-03,Pendente
7411,3960,2024-10-21,Cancelado
7412,12439,2022-08-22,Pendente
7413,3230,2024-06-17,Cancelado
7414,347,2025-02-28,Cancelado
7415,7921,2024-02-07,Cancelado
7416,21294,2021-12-11,Pago
7417,3881,2024-07-16,Cancelado
7418,11516,2024-03-14,Pago
7419,6547,2024-07-11,Cancelado
7420,10540,2023-04-04,Pendente
7421,13547,2024-06-18,Pendente
7422,7401,2024-02-14,Pago
7423,1751,2023-09-24,Pago
7424,475,2022-06-21,Cancelado
7425,22976,2024-04-02,Pago
7426,14784,2022-06-10,Pendente
7427,19609,2023-03-04,Pago
7428,19919,2024-09-18,Pago
7429,22794,2022-02-04,Pendente
7430,19336,2021-08-09,Pendente
7431,9407,2024-10-30,Cancelado
7432,16195,2025-02-28,Cancelado
7433,1978,2025-01-19,Pendente
7434,24191,2023-02-24,Pendente
7435,20921,2023-05-14,Pago
7436,24469,2024-05-28,Pendente
7437,6865,2022-07-29,Cancelado
7438,1125,2025-02-25,Pendente
7439,16113,2023-11-18,Cancelado
7440,14928,2024-05-09,Pendente
7441,18810,2022-06-14,Pendente
7442,22548,2023-01-27,Pago
7443,14283,2023-10-14,Cancelado
7444,24888,2024-02-26,Pago
7445,3375,2021-08-31,Pago
7446,8691,2025-04-29,Pago
7447,14754,2023-03-16,Pago
7448,6561,2022-11-17,Cancelado
7449,8676,2021-10-31,Pago
7450,16284,2022-05-15,Pago
7451,18151,2022-05-22,Cancelado
7452,15592,2024-01-19,Pago
7453,18628,2025-03-25,Cancelado
7454,20949,2023-05-09,Cancelado
7455,9876,2022-10-14,Pendente
7456,6674,2022-08-11,Cancelado
7457,2377,2023-07-18,Pago
7458,19776,2024-05-19,Pendente
7459,15716,2022-02-11,Pendente
7460,18764,2025-01-10,Pago
7461,6175,2022-11-11,Cancelado
7462,17492,2021-10-23,Cancelado
7463,5157,2022-06-12,Pendente
7464,9587,2022-03-25,Pendente
7465,14947,2023-07-16,Pendente
7466,4528,2024-06-02,Pago
7467,14177,2024-08-15,Pago
7468,22090,2023-01-02,Cancelado
7469,6295,2022-10-15,Cancelado
7470,12754,2025-04-02,Pago
7471,859,2024-03-27,Cancelado
7472,12175,2021-12-25,Cancelado
7473,11023,2022-06-21,Pendente
7474,4647,2024-05-14,Pendente
7475,24679,2022-10-14,Cancelado
7476,5629,2022-07-29,Pago
7477,17797,2021-07-12,Pendente
7478,23259,2022-06-24,Cancelado
7479,16610,2022-01-17,Pago
7480,4612,2023-11-24,Pago
7481,5127,2024-12-15,Pendente
7482,20648,2021-11-03,Pendente
7483,2311,2025-03-24,Cancelado
7484,19171,2022-12-27,Pendente
7485,18633,2024-02-16,Cancelado
7486,16006,2024-10-21,Cancelado
7487,19430,2024-11-10,Pendente
7488,10524,2022-09-18,Cancelado
7489,9721,2025-02-19,Cancelado
7490,6597,2023-01-24,Cancelado
7491,23986,2024-02-23,Pendente
7492,19044,2022-05-19,Cancelado
7493,1510,2022-03-25,Cancelado
7494,24927,2021-08-05,Cancelado
7495,6837,2023-03-30,Pago
7496,19091,2022-02-19,Pago
7497,10580,2022-07-22,Pendente
7498,4615,2021-08-20,Pago
7499,2870,2021-07-04,Cancelado
7500,17227,2025-03-10,Cancelado
7501,14827,2022-02-04,Cancelado
7502,20432,2025-01-09,Pendente
7503,24422,2025-02-22,Pendente
7504,23726,2024-05-29,Pago
7505,13816,2025-06-04,Pago
7506,6361,2022-12-14,Pendente
7507,16748,2021-07-04,Pendente
7508,2751,2021-08-03,Pendente
7509,5032,2022-07-19,Pago
7510,2096,2024-04-26,Cancelado
7511,7707,2024-08-15,Pago
7512,23562,2023-04-10,Pago
7513,23602,2023-12-02,Pago
7514,16799,2022-08-30,Pago
7515,24362,2021-08-05,Pendente
7516,1043,2023-06-18,Cancelado
7517,14868,2023-12-03,Pago
7518,13862,2023-08-21,Cancelado
7519,8573,2025-05-12,Pago
7520,8452,2024-01-21,Cancelado
7521,11266,2022-12-18,Cancelado
7522,17263,2021-11-13,Pendente
7523,4400,2023-11-11,Pago
7524,16771,2022-11-15,Pendente
7525,16179,2025-04-30,Cancelado
7526,17888,2022-05-09,Pago
7527,21458,2023-08-10,Pago
7528,18131,2023-07-30,Pendente
7529,21331,2025-02-23,Cancelado
7530,16275,2024-11-22,Cancelado
7531,3566,2021-08-29,Pago
7532,23640,2022-07-30,Cancelado
7533,12609,2024-06-08,Pendente
7534,4515,2024-10-24,Pendente
7535,13098,2022-11-21,Pendente
