cod_item,cod_pedido,cod_livro,quantidade,preco_unitario
11641,29487,22634,4,110.3
11642,11076,4563,1,97.16
11643,14054,18914,4,128.49
11644,6662,10065,4,95.06
11645,26043,14976,3,40.56
11646,29622,5309,3,92.45
11647,2846,6993,3,156.71
11648,2045,8994,3,70.61
11649,14314,6771,1,40.62
11650,29876,9321,1,101.0
11651,23994,5373,4,37.07
11652,21522,21430,1,26.97
11653,15774,21187,2,25.27
11654,18604,17162,5,171.28
11655,12343,29357,1,33.55
11656,11586,27509,5,26.45
11657,12589,12388,4,110.75
11658,16602,5520,4,165.55
11659,9777,11499,4,146.94
11660,2009,28055,1,152.45
11661,11675,27225,5,162.56
11662,7395,23502,5,129.18
11663,3827,22300,4,39.13
11664,4007,955,4,69.79
11665,17237,678,4,84.02
11666,1469,4212,5,87.57
11667,8923,24489,3,35.73
11668,1529,2561,2,55.84
11669,22008,4176,4,79.82
11670,17940,4675,3,37.64
11671,10206,17877,1,45.31
11672,15166,29885,1,74.85
11673,8768,14919,2,170.04
11674,21463,12827,2,139.63
11675,13638,28458,4,30.15
11676,23519,23752,3,173.66
11677,15948,6739,2,87.8
11678,21487,1727,3,152.21
11679,12660,25722,5,42.87
11680,22936,15622,1,68.03
11681,1354,20945,5,56.59
11682,12495,15464,2,86.22
11683,23256,23402,1,49.17
11684,20559,18365,2,128.49
11685,23946,28737,4,69.84
11686,29548,1,5,108.21
11687,28852,6713,2,37.71
11688,24546,7564,5,90.93
11689,21600,9870,4,139.67
11690,28236,14030,2,57.47
11691,29329,27256,5,76.39
11692,17692,21626,5,108.19
11693,12413,26575,3,57.0
11694,28528,23244,2,100.17
11695,23711,9672,4,110.43
11696,17235,13376,1,123.31
11697,1292,6666,2,73.02
11698,6532,12264,4,81.26
11699,7693,1001,5,166.2
11700,28934,17064,2,165.34
11701,29579,21184,2,138.28
11702,5941,13641,3,61.33
11703,11594,26031,3,88.14
11704,7110,23826,1,42.63
11705,10975,19105,5,48.42
11706,5923,8659,5,33.27
11707,10044,4671,2,153.79
11708,11598,8162,5,96.04
11709,20820,13427,1,157.58
11710,16286,6901,2,52.45
11711,2178,18282,5,52.92
11712,13623,22810,4,92.85
11713,9658,13212,5,149.27
11714,8966,5758,5,43.15
11715,24914,5783,1,129.17
11716,6631,4463,5,143.04
11717,12621,197,1,86.47
11718,29106,4842,4,80.49
11719,22999,20421,1,129.15
11720,1542,22499,4,100.45
11721,19212,15170,2,93.72
11722,27664,18326,3,151.36
11723,28395,579,1,129.74
11724,8462,191,3,102.81
11725,18922,26203,2,30.78
11726,1043,10121,4,108.27
11727,4183,10508,3,91.29
11728,27524,8249,5,52.8
11729,4601,3712,3,82.59
11730,21940,19322,2,128.31
11731,26394,11419,3,143.41
11732,14325,29236,3,170.54
11733,19950,8483,3,109.57
11734,26602,19794,5,162.71
11735,15235,13447,1,143.72
11736,20669,12237,1,172.01
11737,1916,12200,3,130.65
11738,3744,11383,2,39.21
11739,3252,19828,1,74.14
11740,16147,11003,4,137.69
11741,27537,24868,2,91.84
11742,23197,16900,2,138.91
11743,14439,12551,4,115.58
11744,13627,10045,5,146.92
11745,19783,7565,3,163.88
11746,6317,25280,3,140.48
11747,20124,8335,5,135.96
11748,27775,18005,4,123.26
11749,11164,26175,3,58.72
11750,22231,8942,4,147.53
11751,1045,16010,3,66.03
11752,4350,5858,2,46.42
11753,2698,12451,4,64.58
11754,19669,4063,1,135.61
11755,9553,14362,3,165.91
11756,29108,712,1,160.48
11757,19256,6057,1,48.37
11758,12382,1319,5,112.07
11759,12930,28706,5,51.37
11760,2632,11007,3,31.47
11761,22355,25194,2,50.13
11762,1170,11676,2,106.84
11763,165,21114,3,119.14
11764,21705,20654,2,157.22
11765,28749,14075,4,112.42
11766,5900,4127,4,54.51
11767,17012,13287,5,177.1
11768,6839,11362,4,125.5
11769,18427,20590,3,69.48
11770,15535,28555,3,66.16
11771,28842,19559,5,28.84
11772,4787,14525,4,103.31
11773,21902,19641,1,161.35
11774,27119,26738,1,78.69
11775,24172,13631,2,36.47
11776,19765,17041,4,90.04
11777,18391,24649,2,108.91
11778,14515,8927,3,26.77
11779,4522,3144,2,28.03
11780,16170,11317,4,176.67
11781,9013,18735,2,151.27
11782,22392,2334,2,150.24
11783,16676,18312,4,68.58
11784,11068,5992,1,47.97
11785,22533,18391,2,34.09
11786,26137,20382,4,174.56
11787,23322,1368,4,61.73
11788,15804,4468,1,125.21
11789,10020,2233,3,46.18
11790,21039,1021,1,122.7
11791,13104,25903,3,143.8
11792,25423,20542,2,69.31
11793,22974,5172,4,40.64
11794,25344,3972,4,66.08
11795,15334,1027,1,167.95
11796,50,24735,4,37.66
11797,12282,19226,4,78.93
11798,7342,5326,4,175.44
11799,19735,15558,4,85.93
11800,9067,14480,2,137.97
11801,5569,18626,3,146.58
11802,20803,3560,2,86.55
11803,2167,2659,5,74.62
11804,2170,44,5,77.1
11805,22370,8317,3,75.78
11806,21960,26652,1,138.76
11807,5701,1088,3,159.43
11808,20543,18924,5,32.73
11809,11348,4060,1,151.41
11810,5137,24205,3,65.09
11811,9310,28548,3,47.3
11812,16905,4950,4,92.85
11813,582,8867,5,174.34
11814,6438,14583,4,69.18
11815,16320,15323,5,121.78
11816,4660,24186,4,136.23
11817,14070,5277,4,176.94
11818,6872,28481,1,88.31
11819,11885,12480,2,71.53
11820,19680,10113,4,121.29
11821,22223,27212,3,117.63
11822,20247,14091,1,173.36
11823,7030,6438,1,106.45
11824,23897,26822,3,27.81
11825,22223,12409,4,140.05
11826,24063,15949,1,68.92
11827,27242,17951,1,47.33
11828,6223,6220,1,143.29
11829,28055,15650,2,153.93
11830,17236,23137,4,155.43
11831,20639,16368,2,102.41
11832,24023,10275,1,91.54
11833,22092,27950,5,70.91
11834,250,27215,5,35.16
11835,13513,28271,4,90.83
11836,1990,27308,2,73.49
11837,10539,17844,5,38.09
11838,19387,13859,3,136.82
11839,22461,27356,3,91.75
11840,6391,12639,4,169.35
11841,11670,601,2,132.03
11842,29314,23435,1,53.92
11843,7251,21208,1,67.18
11844,16599,27810,5,85.51
11845,7089,7950,4,63.34
11846,15368,24747,3,72.56
11847,28906,29766,3,51.35
11848,25747,14954,2,71.24
11849,7955,12572,5,162.56
11850,1004,15887,2,146.71
11851,14275,29696,1,104.38
11852,26313,24817,2,89.03
11853,12038,28797,4,121.88
11854,1472,27679,5,74.47
11855,4675,13889,4,122.39
11856,170,19918,2,160.68
11857,16598,19852,4,107.59
11858,15279,27307,1,174.93
11859,14657,21797,4,33.05
11860,21011,12234,2,155.18
11861,21048,25762,4,34.97
11862,24591,17252,5,165.15
11863,23368,8073,4,35.08
11864,6428,6122,4,149.28
11865,7880,11720,3,117.68
11866,14170,26122,2,42.14
11867,8897,7190,4,54.58
11868,25399,17224,2,50.34
11869,2170,24695,4,48.55
11870,10653,4750,2,93.87
11871,8008,20200,3,41.99
11872,2640,28126,5,84.92
11873,17212,6853,1,81.08
11874,21255,27772,3,57.4
11875,4930,18216,1,159.86
11876,25484,14505,3,123.11
11877,14462,27671,4,58.12
11878,16025,4137,5,62.49
11879,21014,23364,4,135.24
11880,24566,968,2,50.57
11881,5277,7717,3,137.38
11882,5148,22886,5,107.32
11883,3580,4243,1,72.97
11884,20069,18630,4,179.8
11885,1103,21095,3,168.33
11886,10300,15536,5,119.76
11887,9817,26944,1,76.47
11888,5525,13899,3,47.81
11889,15804,25281,3,177.04
11890,10558,15319,5,119.75
11891,16484,1160,2,112.77
11892,27476,18811,2,167.07
11893,10234,27194,3,103.28
11894,7524,3071,3,69.99
11895,14370,15630,3,133.84
11896,17438,25709,1,176.71
11897,2138,16351,4,32.49
11898,22570,2413,1,77.78
11899,14051,2713,3,160.13
11900,19702,26167,1,172.85
11901,19628,7874,5,155.24
11902,14622,9571,1,128.49
11903,13549,2323,4,74.46
11904,21018,10540,5,131.48
11905,6819,3769,3,87.4
11906,27000,8521,1,112.21
11907,14518,461,4,48.29
11908,8108,3193,5,44.8
11909,24741,28636,1,130.79
11910,20727,4823,4,90.58
11911,5320,805,1,173.95
11912,12375,4325,2,94.12
11913,16161,18065,1,156.72
11914,26416,6532,5,85.25
11915,20930,28625,3,103.42
11916,6318,16571,3,106.15
11917,29339,11316,4,123.74
11918,6034,12595,1,136.16
11919,25654,2575,3,28.59
11920,3114,23596,5,128.94
11921,5880,14994,2,114.45
11922,17299,20203,3,148.37
11923,6522,21021,1,165.96
11924,21813,1585,4,127.83
11925,13915,12221,4,125.99
11926,19543,15487,2,132.26
11927,27255,15879,5,78.89
11928,2825,27707,2,28.11
11929,11032,28529,2,145.3
11930,14634,2699,3,86.44
11931,3678,11197,3,150.22
11932,7393,23088,1,54.12
11933,4732,25919,1,129.92
11934,3693,21003,2,53.75
11935,2486,704,5,171.54
11936,5458,18310,5,64.94
11937,13355,27308,1,93.13
11938,4630,25310,1,124.82
11939,7840,22698,5,135.36
11940,13856,20710,5,36.63
11941,27516,26741,3,135.92
11942,25586,11822,3,63.28
11943,10311,29028,2,144.27
11944,27510,17485,1,151.53
11945,10336,10230,1,137.85
11946,25985,27335,5,30.97
11947,23356,15556,2,66.12
11948,29032,19718,5,137.11
11949,14876,26884,5,164.38
11950,9986,11596,4,167.72
11951,5897,29620,3,79.45
11952,1226,745,5,158.99
11953,11617,27996,3,142.73
11954,13535,9920,1,110.86
11955,2913,552,3,179.18
11956,18434,13741,5,113.48
11957,13351,12504,5,105.15
11958,20457,563,1,133.66
11959,19429,11282,1,122.49
11960,15004,27856,2,35.42
11961,10225,12170,5,168.01
11962,13475,13565,2,99.36
11963,15221,20656,1,80.29
11964,16487,16650,2,140.13
11965,3901,7535,5,39.24
11966,16606,27393,4,48.53
11967,22094,19111,2,95.21
11968,25145,4165,1,62.21
11969,27549,10294,5,86.94
11970,21102,9195,2,25.88
11971,7436,11171,5,140.92
11972,22651,23097,1,137.52
11973,19534,22601,3,40.03
11974,16748,23952,4,89.79
11975,9843,5539,5,168.56
11976,13189,19301,3,64.84
11977,8715,21860,4,140.24
11978,23325,6134,4,151.49
11979,15377,166,2,147.8
11980,20354,21078,3,29.07
11981,8055,20634,3,143.2
11982,9509,7852,5,51.45
11983,10124,26921,2,173.21
11984,28684,18008,5,148.76
11985,22083,9641,4,42.73
11986,19136,144,2,66.51
11987,1911,26880,1,55.14
11988,23874,19242,4,60.56
11989,26970,29266,1,128.21
11990,846,11530,4,109.94
11991,11868,7677,1,109.1
11992,13895,24373,4,121.4
11993,29492,18294,4,164.38
11994,12358,1353,5,114.68
11995,18277,1894,2,161.3
11996,21464,16068,4,143.12
11997,20661,21090,1,120.79
11998,9013,11073,2,174.8
11999,8782,520,1,112.72
12000,18699,15800,4,30.99
12001,26608,24357,4,132.31
12002,13761,7180,2,175.46
12003,3111,4996,1,77.56
12004,2141,2354,5,173.45
12005,17032,20607,5,113.29
12006,25222,17805,4,165.07
12007,19865,8299,1,48.4
12008,4335,6863,2,84.85
12009,4244,9908,4,132.2
12010,802,18365,1,169.52
12011,14706,1021,4,93.61
12012,27518,22639,4,135.59
12013,9687,28095,4,160.9
12014,21961,2990,4,86.82
12015,869,13159,4,101.24
12016,7616,25821,1,86.91
12017,18351,23239,5,57.73
12018,26636,11389,3,36.79
12019,23625,13740,2,58.52
12020,10451,2591,3,157.98
12021,10283,4561,5,67.22
12022,3001,3973,3,159.02
12023,9751,22485,1,85.96
12024,16823,16257,1,125.82
12025,10225,28300,5,157.16
12026,6282,19217,1,42.36
12027,8175,26272,3,60.22
12028,804,18958,1,38.74
12029,12445,5514,3,33.4
12030,4533,17935,4,103.24
12031,27469,26775,4,42.0
12032,23980,15145,5,53.23
12033,2098,11084,2,106.2
12034,13380,12281,5,106.19
12035,20641,20303,4,116.21
12036,3533,25488,5,99.01
12037,14060,11610,4,131.25
12038,14136,12017,3,123.69
12039,2082,27398,4,108.57
12040,20643,26175,1,140.03
12041,25901,28055,2,64.0
12042,9924,1945,2,90.0
12043,20023,15643,5,109.66
12044,15756,8728,1,65.58
12045,3869,22228,4,90.3
12046,22597,21384,5,96.96
12047,19665,16228,5,51.98
12048,25309,76,4,55.76
12049,1766,8432,5,133.5
12050,19051,13833,2,152.25
12051,22840,25613,3,122.53
12052,25488,9595,1,179.01
12053,9966,20034,2,144.1
12054,26989,2492,2,84.9
12055,14867,10273,4,71.82
12056,62,9259,4,146.07
12057,29435,20068,4,65.82
12058,6081,17281,4,79.38
12059,11384,25840,5,29.73
12060,21430,2323,4,99.28
12061,24930,8136,2,105.78
12062,18679,26085,5,31.08
12063,3009,29225,3,80.73
12064,8568,5907,4,168.65
12065,11313,16510,3,136.13
12066,20744,3057,4,130.15
12067,469,4495,3,42.45
12068,2715,7733,4,174.94
12069,14807,28148,4,48.98
12070,399,12969,5,141.43
12071,6055,8726,4,36.31
12072,17412,19258,5,47.92
12073,7095,12604,1,66.63
12074,3047,19716,2,58.18
12075,13816,492,4,118.98
12076,20174,3846,1,49.69
12077,2076,27313,4,173.42
12078,17245,7145,5,31.59
12079,2494,15923,4,101.07
12080,14492,1016,1,65.92
12081,1290,24121,1,172.37
12082,8934,20471,1,121.56
12083,12662,24984,5,168.14
12084,12495,9280,5,94.75
12085,7697,19787,3,81.77
12086,18533,20179,2,77.73
12087,20334,25771,2,43.83
12088,3694,13586,5,56.32
12089,19386,5488,2,146.61
12090,14795,23784,3,65.41
12091,2453,20790,5,152.84
12092,15085,24506,3,119.32
12093,24384,7638,4,163.67
12094,25231,29015,3,60.05
12095,9772,9311,3,162.88
12096,19390,4608,5,170.85
12097,28636,29479,5,169.03
12098,22969,832,3,98.5
12099,28475,22263,5,172.77
12100,15069,1417,2,92.77
12101,6451,23520,3,176.08
12102,18210,6748,1,163.2
12103,1345,29502,1,162.96
12104,13030,19574,1,61.72
12105,6827,15291,3,124.83
12106,10997,4529,4,48.6
12107,9988,1419,2,78.53
12108,8261,18815,1,147.22
12109,17535,1983,3,76.82
12110,11565,16493,2,159.28
12111,4755,12186,5,94.24
12112,3884,2181,1,65.84
12113,9313,18104,5,40.48
12114,20484,26775,4,63.53
12115,6608,5401,3,129.56
12116,8399,2365,2,126.58
12117,18840,8042,4,50.08
12118,15851,27875,2,95.82
12119,19154,9811,1,89.4
12120,29656,12905,1,152.96
12121,10632,12530,3,57.89
12122,29149,6286,3,127.83
12123,28907,19131,4,173.0
12124,12867,10832,4,176.65
12125,3354,6061,3,167.53
12126,18090,23831,1,64.21
12127,8308,16597,2,52.52
12128,25193,14156,5,84.57
12129,537,8107,4,82.96
12130,20830,1288,4,125.28
12131,3906,8792,2,138.1
12132,2217,23935,1,140.76
12133,19549,6702,3,71.18
12134,26808,6120,2,150.31
12135,8840,24637,5,46.14
12136,9018,2824,5,95.74
12137,7574,12340,1,78.08
12138,10946,13764,2,107.03
12139,29360,22183,4,39.68
12140,7990,28385,1,76.4
12141,27051,29216,4,32.05
12142,1389,19101,2,72.61
12143,29332,13264,4,34.1
12144,24319,13875,5,120.23
12145,6534,25466,4,43.11
12146,8290,6185,1,89.37
12147,14963,15323,1,72.31
12148,27642,18888,2,137.06
12149,5845,29091,4,88.04
12150,5183,24512,4,56.34
12151,13926,13781,3,31.78
12152,15392,10602,1,143.75
12153,21901,6017,4,43.27
12154,29807,13213,4,46.15
12155,12652,10611,4,117.08
12156,17902,27577,4,122.09
12157,10518,2313,3,96.84
12158,15457,22467,3,76.39
12159,15255,10896,3,65.4
12160,10420,6173,2,40.73
12161,4796,29659,4,114.67
12162,22024,5899,4,81.37
12163,5194,13534,4,175.37
12164,14566,6067,5,73.51
12165,5349,4242,5,178.58
12166,1856,12585,1,84.46
12167,7495,487,5,81.41
12168,11105,20135,2,119.94
12169,19902,28359,5,121.53
12170,17674,2240,3,136.61
12171,29453,16127,1,88.91
12172,80,8965,2,148.81
12173,9043,10283,2,86.72
12174,1575,10391,1,71.97
12175,12000,28339,5,176.17
12176,6187,10997,4,68.51
12177,20501,9011,1,65.08
12178,20868,27004,2,124.08
12179,8789,22554,5,45.94
12180,26168,11302,4,115.34
12181,10110,1569,2,47.73
12182,13442,4120,1,126.84
12183,25075,20747,4,178.15
12184,28319,23719,3,26.11
12185,2746,1255,5,32.5
12186,19881,2287,5,130.34
12187,2309,2355,4,155.89
12188,1905,13971,5,132.61
12189,23429,18370,4,59.64
12190,8079,10552,3,107.61
12191,8341,17582,2,169.96
12192,21910,11312,3,40.65
12193,13249,157,4,173.45
12194,13160,24716,3,128.82
12195,11096,26722,1,87.06
12196,6990,16418,5,29.87
12197,12621,9361,4,63.25
12198,13339,24037,2,165.28
12199,17350,8992,2,44.15
12200,26585,14464,2,57.42
12201,99,22889,1,73.65
12202,20772,4105,5,112.76
12203,28306,29172,3,35.21
12204,9163,2125,3,144.01
12205,12281,14415,5,91.04
12206,16354,16163,1,74.43
12207,25139,3979,4,93.11
12208,10070,759,2,52.56
12209,27037,17599,3,66.23
12210,27971,14266,2,27.85
12211,4149,26117,5,74.47
12212,3479,9784,2,58.97
12213,5514,8419,4,166.05
12214,5855,13198,3,94.74
12215,5929,5219,1,129.68
12216,1464,28586,3,30.48
12217,25350,14852,3,51.55
12218,29826,18653,3,126.64
12219,3789,18375,3,36.92
12220,24010,14072,2,30.93
12221,27989,801,3,128.62
12222,26583,28427,1,61.93
12223,5128,19380,5,133.66
12224,29146,9445,5,76.18
12225,10520,26591,4,97.74
12226,8530,16019,5,121.36
12227,11821,6378,3,26.1
12228,20054,29832,5,120.19
12229,19159,25178,2,42.09
12230,28183,26449,5,159.2
12231,9505,7773,3,128.12
12232,22761,15494,1,131.11
12233,28356,2597,5,50.06
12234,24419,23411,1,138.99
12235,29257,15521,3,48.98
12236,18518,905,5,132.25
12237,24299,543,3,140.97
12238,22256,29061,5,38.84
12239,26422,23723,4,66.42
12240,5543,12289,4,30.64
12241,2616,27999,1,50.31
12242,2649,21878,5,146.9
12243,19097,20140,5,68.28
12244,17550,12613,4,126.42
12245,3097,26242,1,137.47
12246,19055,29267,5,81.45
12247,3527,7680,1,157.42
12248,20876,15243,2,68.58
12249,8755,14389,1,76.15
12250,27915,6508,3,52.52
12251,12284,20340,2,173.73
12252,18826,21305,1,126.74
12253,13195,29031,3,107.36
12254,26714,16874,5,93.8
12255,11436,16974,3,59.44
12256,19245,4469,4,91.49
12257,24314,24783,1,42.43
12258,24739,786,2,42.8
12259,8174,21960,5,74.79
12260,16652,19664,2,109.24
12261,2269,8244,3,50.66
12262,26474,8412,4,169.52
12263,2479,16380,3,138.35
12264,13082,20972,3,140.6
12265,9994,25447,3,67.05
12266,8481,9218,2,51.39
12267,18657,3645,4,65.18
12268,7835,6827,1,57.55
12269,4749,28307,5,118.29
12270,24430,25913,5,158.75
12271,327,296,5,90.81
12272,22671,12134,5,25.94
12273,8365,20719,4,32.12
12274,17724,19844,3,55.74
12275,19085,2722,3,106.98
12276,15758,19254,2,69.98
12277,29447,19086,2,123.48
12278,23075,11191,5,172.9
12279,16028,22482,3,86.85
12280,9891,28323,1,62.35
12281,18734,20813,4,95.35
12282,23250,16466,4,94.65
12283,5712,10881,5,50.32
12284,20127,17365,1,42.15
12285,23692,13205,2,59.05
12286,29363,25575,3,72.48
12287,9984,27406,5,82.86
12288,29268,24436,1,164.06
12289,24392,7877,5,48.67
12290,10667,7892,5,168.96
12291,19511,37,5,139.16
12292,3189,5631,3,145.85
12293,6712,331,1,114.18
12294,5437,6341,3,177.35
12295,19557,26451,2,153.46
12296,27238,27253,3,37.23
12297,25062,28545,2,142.2
12298,8607,8440,3,44.77
12299,24989,21372,5,69.33
12300,12241,14790,3,33.16
12301,13955,27274,2,169.65
12302,26420,24461,3,148.59
12303,19785,11076,3,137.16
12304,10329,18252,2,88.48
12305,25050,20589,1,143.7
12306,16520,1120,5,25.75
12307,2146,13444,5,62.02
12308,26417,13506,2,28.82
12309,14275,12453,2,155.74
12310,3428,278,3,95.71
12311,26022,22552,4,99.11
12312,2350,8590,3,31.69
12313,6492,17810,2,47.73
12314,12171,709,1,135.43
12315,21380,11382,1,56.87
12316,11908,17649,4,62.88
12317,22411,18686,3,173.34
12318,16848,29138,3,111.98
12319,10688,21540,2,112.23
12320,11257,28489,4,40.77
12321,4420,25781,1,80.08
12322,12419,28766,1,162.48
12323,24771,17388,5,143.85
12324,8380,23449,5,73.78
12325,14516,12855,2,123.12
12326,27181,19010,2,57.37
12327,23725,18600,4,151.23
12328,25754,25497,4,163.7
12329,14781,910,1,133.82
12330,5837,5527,3,86.91
12331,11343,3619,1,47.93
12332,4428,15824,4,44.05
12333,21018,5395,5,73.57
12334,6798,29846,2,118.88
12335,28195,12365,1,53.11
12336,28543,27116,1,112.27
12337,19125,17249,2,115.1
12338,23150,17090,3,126.85
12339,11100,23384,4,75.9
12340,14718,17540,5,176.82
12341,16662,16223,5,125.3
12342,17653,9728,2,163.64
12343,28792,29358,5,91.96
12344,18386,17430,5,130.21
12345,10958,12761,1,133.02
12346,5607,20030,1,67.21
12347,14967,13001,3,171.04
12348,28096,9343,4,153.15
12349,331,9872,4,35.02
12350,15148,20615,2,156.62
12351,11485,13838,1,62.75
12352,24222,22056,2,49.17
12353,23304,14235,2,141.38
12354,11303,19729,2,135.3
12355,10992,24436,4,173.58
12356,11979,28592,5,69.49
12357,27339,28116,2,115.11
12358,14228,25044,3,73.45
12359,2407,3134,3,45.97
12360,6587,20143,3,110.73
12361,8513,15307,3,65.76
12362,1540,18610,3,68.51
12363,7943,2464,3,133.34
12364,21994,12915,4,48.23
12365,18661,29406,4,30.9
12366,1729,11756,1,106.0
12367,5905,17205,5,148.88
12368,15996,8921,1,89.9
12369,14334,2460,1,118.16
12370,2833,26918,4,115.74
12371,4693,22492,2,162.96
12372,23216,24376,4,76.01
12373,27610,23005,4,163.43
12374,17896,28378,3,58.4
12375,2346,28638,4,132.02
12376,9652,5591,2,54.79
12377,4736,6275,4,179.25
12378,23591,16429,4,70.33
12379,24439,29,4,170.5
12380,13490,26868,5,62.22
12381,17998,16766,2,123.29
12382,1756,11820,5,81.65
12383,28473,11636,2,49.16
12384,4850,16592,4,33.11
12385,13486,16336,5,85.61
12386,23661,3688,4,150.39
12387,28721,11768,5,45.54
12388,29198,6201,5,148.93
12389,27676,18212,4,122.92
12390,29506,7350,3,53.26
12391,17037,3695,5,178.96
12392,1189,12243,2,161.83
12393,21559,24999,3,92.46
12394,5068,25343,4,80.38
12395,27215,14774,1,98.16
12396,27884,6735,5,87.49
12397,12929,9548,4,112.11
12398,20695,1236,3,116.43
12399,103,2092,3,110.25
12400,10849,26629,2,167.94
12401,27001,24767,3,44.14
12402,8322,24986,4,85.37
12403,3945,14290,4,89.64
12404,8846,19749,2,133.08
12405,15855,4456,3,76.37
12406,19992,29637,5,39.34
12407,20618,22400,1,55.04
12408,2087,27491,2,102.57
12409,4835,23130,2,158.08
12410,28123,4384,1,153.76
12411,3951,25522,5,175.46
12412,9229,14460,2,35.35
12413,18458,15654,3,154.93
12414,29862,16948,3,133.44
12415,25612,3096,4,72.61
12416,23899,27524,3,79.98
12417,12536,23990,1,141.74
12418,2004,29662,1,58.36
12419,24758,13158,3,90.27
12420,240,2835,3,108.52
12421,10340,4977,5,55.85
12422,9217,7215,3,60.6
12423,27504,22773,4,109.12
12424,29584,6769,4,163.86
12425,10809,10496,1,126.59
12426,27970,7434,2,169.1
12427,20211,6515,1,88.27
12428,12732,5355,2,61.87
12429,26864,7264,4,47.37
12430,8439,25858,5,144.45
12431,15738,11623,4,155.93
12432,9590,16383,3,165.97
12433,1374,25848,5,102.43
12434,19183,16774,5,47.46
12435,21513,25914,2,123.74
12436,25290,13912,4,133.48
12437,8035,21871,1,153.23
12438,23990,15985,3,72.14
12439,185,3725,5,155.43
12440,18561,27748,3,121.88
12441,27325,23896,1,154.07
12442,11662,10610,2,44.11
12443,22682,27175,5,128.36
12444,11250,23280,3,160.23
12445,27711,5740,2,151.59
12446,15460,7175,5,130.0
12447,23225,3629,4,43.29
12448,18710,7391,3,109.61
12449,11495,27794,4,164.96
12450,2193,25473,5,120.92
12451,15995,16154,4,104.74
12452,15267,20421,3,118.21
12453,5079,23950,4,40.23
12454,3066,4049,4,62.72
12455,5092,574,1,43.91
12456,15826,509,3,63.48
12457,11633,25315,5,120.31
12458,20537,10760,5,119.14
12459,6179,25599,2,165.09
12460,19949,28589,3,82.0
12461,11965,25601,3,108.02
12462,9232,15433,2,50.86
12463,2442,2324,3,106.04
12464,3326,16484,3,173.76
12465,15422,4218,2,51.31
12466,14693,29574,3,104.35
12467,23776,15800,1,29.72
12468,2355,1842,5,87.74
12469,25020,25496,2,139.58
12470,2700,10474,5,119.27
12471,14282,10812,5,64.01
12472,7360,8266,4,145.81
12473,26639,21515,3,83.99
12474,13388,10770,2,69.69
12475,14195,12183,5,150.73
12476,4605,12072,3,53.94
12477,16271,12958,4,177.74
12478,5452,4891,3,129.87
12479,20389,26853,4,127.44
12480,4032,29307,3,94.84
12481,29794,7162,1,165.97
12482,4354,26181,3,173.99
12483,22729,14599,1,167.21
12484,280,15398,5,87.69
12485,13103,28652,2,35.5
12486,23987,3728,4,48.83
12487,11759,13620,3,157.59
12488,3666,6351,3,146.22
12489,15991,6751,4,114.39
12490,24664,28186,4,117.94
12491,8018,11105,2,74.4
12492,15393,8973,1,133.44
12493,6358,21138,5,99.8
12494,14303,21489,3,27.05
12495,2449,2651,2,80.21
12496,29599,26841,3,46.61
12497,28641,6149,4,128.27
12498,6205,20945,2,105.96
12499,27205,27621,4,82.49
12500,2851,19460,2,68.9
12501,20538,16803,5,144.37
12502,11344,1117,3,133.23
12503,3198,10573,5,41.12
12504,28642,7453,1,95.82
12505,2272,23774,4,109.15
12506,13162,3763,2,99.58
12507,5482,5259,1,62.23
12508,602,6722,2,27.4
12509,14056,4002,5,124.66
12510,2107,16792,3,165.66
12511,4574,5608,4,28.75
12512,18623,23661,3,34.22
12513,978,17112,5,117.58
12514,18485,18738,2,157.03
12515,23459,15603,2,45.43
12516,3735,9748,5,36.49
12517,18019,5802,3,37.3
12518,17144,27508,1,173.73
12519,21927,21197,2,76.67
12520,23030,27107,4,109.22
12521,25844,16316,5,61.95
12522,19127,7441,3,168.79
12523,22832,25046,3,85.88
12524,20639,14259,1,83.36
12525,1830,602,4,99.48
12526,6381,293,4,59.75
12527,18065,8425,4,57.8
12528,25687,29151,4,91.21
12529,16200,7088,1,167.54
12530,21488,5805,5,105.29
12531,27230,20970,4,60.99
12532,5354,20437,4,144.35
12533,22618,23358,1,145.51
12534,9854,21423,3,125.79
12535,12609,10070,4,96.56
12536,8019,21535,5,78.66
12537,10885,7558,2,69.56
12538,20595,27713,2,72.54
12539,6104,21717,1,134.08
12540,13306,27203,2,106.84
12541,1680,14971,4,129.07
12542,20682,13857,3,58.45
12543,7252,2741,4,124.98
12544,4141,1093,2,142.45
12545,24264,16523,5,28.23
12546,24560,9139,4,28.2
12547,23609,2264,3,95.49
12548,7342,11492,2,49.56
12549,14643,1977,4,160.59
12550,10695,3814,3,125.85
12551,8854,7317,5,32.45
12552,5310,11780,3,163.35
12553,15642,24861,3,26.14
12554,23804,3163,3,29.77
12555,25793,10254,5,95.7
12556,23205,14415,4,131.57
12557,17646,20530,5,155.64
12558,25921,10842,2,35.98
12559,24478,20848,5,107.94
12560,15753,7257,2,133.23
12561,11629,11352,5,124.27
12562,28445,28503,3,164.02
12563,26328,16376,4,147.99
12564,9578,3462,5,49.8
12565,12221,2705,2,132.67
12566,6476,24406,5,27.99
12567,3032,1214,4,121.05
12568,6322,12307,3,176.59
12569,25037,6395,2,107.76
12570,22173,19277,1,37.57
12571,18061,13683,5,62.49
12572,3089,21176,5,123.09
12573,5237,12805,5,151.71
12574,7236,12788,3,139.92
12575,11910,12488,5,105.59
